timestamp,symbol,side,qty,price,fees,realized_pnl,balance_after,partial_fill,fill_ratio,leverage,margin_used
2025-11-08T00:00:00,BTC/USD,long,0.01246027,102325.25,0.7650,0.0000,670.37,True,0.48,3,425.00
2025-11-09T00:00:00,BTC/USD,close_long,0.01246027,104700.38,0.7828,28.8119,698.83,False,1.00,3,425.00
2025-11-13T00:00:00,BTC/USD,short,0.01279809,99624.21,0.7650,0.0000,698.07,True,0.42,3,425.00
2025-11-14T00:00:00,BTC/USD,close_short,0.01279809,94550.72,0.7260,64.2050,762.21,False,1.00,3,425.00
2025-11-17T00:00:00,BTC/USD,long,0.01383468,92159.68,0.7650,0.0000,761.45,True,0.44,3,425.00
2025-11-20T00:00:00,BTC/USD,close_long,0.01383468,86536.27,0.7183,-78.5164,682.49,False,1.00,3,425.00
2025-12-01T00:00:00,BTC/USD,short,0.01477659,86285.11,0.7650,0.0000,681.72,True,0.64,3,425.00
2025-12-02T00:00:00,BTC/USD,close_short,0.01477659,91333.33,0.8098,-75.4053,606.61,False,1.00,3,425.00
2025-12-17T00:00:00,BTC/USD,long,0.01478424,86240.45,0.7650,0.0000,605.84,True,0.54,3,425.00
2025-12-19T00:00:00,BTC/USD,close_long,0.01478424,88089.58,0.7814,26.5565,632.32,True,0.43,3,425.00
2024-06-18T00:00:00,BTC/USD,long,0.01956390,65171.05,0.7650,0.0000,499.24,False,1.00,3,425.00
2024-06-23T00:00:00,BTC/USD,close_long,0.01956390,63168.38,0.7415,-39.9215,458.05,True,0.39,3,425.00
2024-06-24T00:00:00,BTC/USD,long,0.02115024,60283.00,0.7650,0.0000,457.29,False,1.00,3,425.00
2024-06-25T00:00:00,BTC/USD,close_long,0.02115024,61784.20,0.7841,30.9666,488.27,False,1.00,3,425.00
2024-06-26T00:00:00,BTC/USD,long,0.02095778,60836.59,0.7650,0.0000,487.50,False,1.00,3,425.00
2024-06-30T00:00:00,BTC/USD,close_long,0.02095778,62673.34,0.7881,37.7061,524.70,False,1.00,3,425.00
2024-07-19T00:00:00,BTC/USD,short,0.01911683,66695.15,0.7650,0.0000,523.93,False,1.00,3,425.00
2024-07-31T00:00:00,BTC/USD,close_short,0.01911683,64630.75,0.7413,38.7234,563.60,False,1.00,3,425.00
2024-08-04T00:00:00,BTC/USD,long,0.02192699,58147.52,0.7650,0.0000,562.84,True,0.49,3,425.00
2024-08-05T00:00:00,BTC/USD,close_long,0.02192699,54021.01,0.7107,-91.1925,471.49,False,1.00,3,425.00
2024-09-06T00:00:00,BTC/USD,long,0.02362637,53965.12,0.7650,0.0000,470.72,False,1.00,3,425.00
2024-09-09T00:00:00,BTC/USD,close_long,0.02362637,57044.90,0.8087,71.9553,542.18,True,0.69,3,425.00
2024-09-20T00:00:00,BTC/USD,short,0.02017442,63198.83,0.7650,0.0000,541.41,False,1.00,3,425.00
2024-09-26T00:00:00,BTC/USD,close_short,0.02017442,65196.72,0.7892,-41.0954,501.03,False,1.00,3,425.00
2024-10-15T00:00:00,BTC/USD,short,0.01901530,67051.28,0.7650,0.0000,500.26,False,1.00,3,425.00
2024-10-28T00:00:00,BTC/USD,close_short,0.01901530,69939.82,0.7980,-55.7244,446.58,True,0.52,3,425.00
2024-11-08T00:00:00,BTC/USD,short,0.01665643,76547.00,0.7650,0.0000,445.82,False,1.00,3,425.00
2024-11-10T00:00:00,BTC/USD,close_short,0.01665643,80445.52,0.8040,-65.7394,380.61,False,1.00,3,425.00
2024-11-11T00:00:00,BTC/USD,short,0.01436773,88740.56,0.7650,0.0000,379.85,False,1.00,3,425.00
2024-11-19T00:00:00,BTC/USD,close_short,0.01436773,92436.96,0.7969,-53.9058,327.07,True,0.61,3,425.00
2024-11-21T00:00:00,BTC/USD,short,0.01295514,98416.56,0.7650,0.0000,326.30,False,1.00,3,425.00
2024-11-25T00:00:00,BTC/USD,close_short,0.01295514,93037.98,0.7232,68.9570,395.33,False,1.00,3,425.00
2024-03-11T00:00:00,BTC/USD,long,0.01768125,72110.28,0.7650,0.0000,499.24,False,1.00,3,425.00
2024-03-15T00:00:00,BTC/USD,close_long,0.01768125,69483.49,0.7371,-47.1820,451.79,True,0.48,3,425.00
2024-04-15T00:00:00,BTC/USD,short,0.02009945,63434.58,0.7650,0.0000,451.03,False,1.00,3,425.00
2024-04-17T00:00:00,BTC/USD,close_short,0.02009945,61296.00,0.7392,42.2451,493.45,False,1.00,3,425.00
2024-04-24T00:00:00,BTC/USD,short,0.01984402,64251.10,0.7650,0.0000,492.68,False,1.00,3,425.00
2024-04-30T00:00:00,BTC/USD,close_short,0.01984402,60646.10,0.7221,70.8156,564.08,False,1.00,3,425.00
2024-05-01T00:00:00,BTC/USD,short,0.02188248,58265.78,0.7650,0.0000,563.31,False,1.00,3,425.00
2024-05-03T00:00:00,BTC/USD,close_short,0.02188248,62930.03,0.8262,-102.8916,460.58,True,0.47,3,425.00
2024-05-11T00:00:00,BTC/USD,short,0.02096659,60811.03,0.7650,0.0000,459.82,False,1.00,3,425.00
2024-05-13T00:00:00,BTC/USD,close_short,0.02096659,62944.88,0.7918,-45.5314,414.92,True,0.41,3,425.00
2024-05-17T00:00:00,BTC/USD,long,0.01901147,67064.76,0.7650,0.0000,414.16,False,1.00,3,425.00
2024-05-20T00:00:00,BTC/USD,close_long,0.01901147,71415.94,0.8146,81.9078,495.75,False,1.00,3,425.00
2024-05-21T00:00:00,BTC/USD,long,0.01817399,70155.20,0.7650,0.0000,494.98,False,1.00,3,425.00
2024-05-23T00:00:00,BTC/USD,close_long,0.01817399,67932.76,0.7408,-41.1313,453.67,False,1.00,3,425.00
2024-06-05T00:00:00,BTC/USD,long,0.01792445,71131.90,0.7650,0.0000,452.91,False,1.00,3,425.00
2024-06-11T00:00:00,BTC/USD,close_long,0.01792445,67305.95,0.7239,-69.3020,382.21,False,1.00,3,425.00
2024-06-18T00:00:00,BTC/USD,short,0.01957173,65144.99,0.7650,0.0000,381.45,False,1.00,3,425.00
2024-06-23T00:00:00,BTC/USD,close_short,0.01957173,63193.66,0.7421,37.4489,419.23,False,1.00,3,425.00
2024-06-24T00:00:00,BTC/USD,short,0.02115870,60258.90,0.7650,0.0000,418.46,False,1.00,3,425.00
2024-06-30T00:00:00,BTC/USD,close_short,0.02115870,62698.42,0.7960,-52.4131,366.85,False,1.00,3,425.00
2024-07-03T00:00:00,BTC/USD,short,0.02119871,60145.17,0.7650,0.0000,366.08,False,1.00,3,425.00
2024-07-04T00:00:00,BTC/USD,close_short,0.02119871,57052.52,0.7257,64.8345,430.85,True,0.36,3,425.00
2024-07-05T00:00:00,BTC/USD,short,0.02251262,56634.91,0.7650,0.0000,430.09,True,0.35,3,425.00
